Freq.,S(f)in,S(f)re
0.23193,0.00000,0.00000
0.23438,0.00000,0.00000
0.23682,0.00000,0.00000
0.23926,0.00000,0.00000
0.24170,0.00000,0.00000
0.24414,0.00000,0.00000
0.24658,0.00000,0.00000
0.24902,0.00000,0.00000
0.25146,0.00000,0.00000
0.25391,0.00000,0.00000
0.25635,0.00000,0.00000
0.25879,0.00000,0.00000
0.26123,0.00000,0.00000
0.26367,0.00000,0.00000
0.26611,0.00000,0.00000
0.26855,0.00000,0.00000
0.27100,0.00000,0.00000
0.27344,0.00000,0.00000
0.27588,0.00000,0.00000
0.27832,0.00000,0.00000
0.28076,0.00000,0.00000
0.28320,0.00000,0.00000
0.28564,0.00000,0.00000
0.28809,0.00000,0.00000
0.29053,0.00000,0.00000
0.29297,0.00000,0.00000
0.29541,0.00000,0.00000
0.29785,0.00000,0.00000
0.30029,0.00000,0.00000
0.30273,0.00000,0.00000
0.30518,0.00000,0.00000
0.30762,0.00000,0.00000
0.31006,0.00000,0.00000
0.31250,0.00000,0.00000
0.31494,0.00000,0.00000
0.31738,0.00000,0.00000
0.31982,0.00000,0.00000
0.32227,0.00000,0.00000
0.32471,0.00000,0.00000
0.32715,0.00000,0.00000
0.32959,0.00000,0.00000
0.33203,0.00000,0.00000
0.33447,0.00000,0.00000
0.33691,0.00000,0.00000
0.33936,0.00000,0.00000
0.34180,0.00000,0.00000
0.34424,0.00000,0.00000
0.34668,0.00000,0.00000
0.34912,0.00000,0.00000
0.35156,0.00000,0.00000
0.35400,0.00000,0.00000
0.35645,0.00000,0.00000
0.35889,0.00000,0.00000
0.36133,0.00000,0.00000
0.36377,0.00000,0.00000
0.36621,0.00000,0.00000
0.36865,0.00000,0.00000
0.37109,0.00000,0.00000
0.37354,0.00000,0.00000
0.37598,0.00000,0.00000
0.37842,0.00000,0.00000
0.38086,0.00000,0.00000
0.38330,0.00000,0.00000
0.38574,0.00000,0.00000
0.38818,0.00000,0.00000
0.39062,0.00000,0.00000
0.39307,0.00000,0.00000
0.39551,0.00000,0.00000
0.39795,0.00000,0.00000
0.40039,0.00000,0.00000
0.40283,0.00000,0.00000
0.40527,0.00000,0.00000
0.40771,0.00001,0.00000
0.41016,0.00001,0.00000
0.41260,0.00001,0.00000
0.41504,0.00002,0.00000
0.41748,0.00003,0.00000
0.41992,0.00004,0.00000
0.42236,0.00005,0.00000
0.42480,0.00007,0.00000
0.42725,0.00010,0.00000
0.42969,0.00013,0.00000
0.43213,0.00018,0.00000
0.43457,0.00025,0.00000
0.43701,0.00033,0.00000
0.43945,0.00045,0.00000
0.44189,0.00059,0.00001
0.44434,0.00079,0.00001
0.44678,0.00103,0.00001
0.44922,0.00134,0.00001
0.45166,0.00174,0.00002
0.45410,0.00224,0.00002
0.45654,0.00287,0.00003
0.45898,0.00365,0.00004
0.46143,0.00461,0.00005
0.46387,0.00580,0.00006
0.46631,0.00724,0.00007
0.46875,0.00898,0.00009
0.47119,0.01107,0.00012
0.47363,0.01357,0.00014
0.47607,0.01654,0.00018
0.47852,0.02003,0.00022
0.48096,0.02412,0.00026
0.48340,0.02887,0.00032
0.48584,0.03436,0.00038
0.48828,0.04067,0.00046
0.49072,0.04786,0.00055
0.49316,0.05601,0.00065
0.49561,0.06519,0.00076
0.49805,0.07547,0.00089
0.50049,0.08690,0.00103
0.50293,0.09954,0.00119
0.50537,0.11343,0.00137
0.50781,0.12861,0.00156
0.51025,0.14511,0.00177
0.51270,0.16294,0.00200
0.51514,0.18209,0.00225
0.51758,0.20257,0.00251
0.52002,0.22436,0.00279
0.52246,0.24741,0.00308
0.52490,0.27169,0.00338
0.52734,0.29716,0.00370
0.52979,0.32374,0.00403
0.53223,0.35139,0.00436
0.53467,0.38003,0.00469
0.53711,0.40958,0.00503
0.53955,0.43999,0.00537
0.54199,0.47117,0.00570
0.54443,0.50305,0.00602
0.54688,0.53556,0.00634
0.54932,0.56864,0.00664
0.55176,0.60222,0.00693
0.55420,0.63623,0.00720
0.55664,0.67062,0.00745
0.55908,0.70532,0.00769
0.56152,0.74030,0.00790
0.56396,0.77549,0.00809
0.56641,0.81084,0.00826
0.56885,0.84631,0.00841
0.57129,0.88185,0.00854
0.57373,0.91743,0.00865
0.57617,0.95300,0.00875
0.57861,0.98854,0.00883
0.58105,1.02401,0.00890
0.58350,1.05940,0.00896
0.58594,1.09470,0.00901
0.58838,1.12992,0.00907
0.59082,1.16505,0.00912
0.59326,1.20014,0.00918
0.59570,1.23522,0.00924
0.59814,1.27035,0.00931
0.60059,1.30559,0.00940
0.60303,1.34102,0.00950
0.60547,1.37673,0.00962
0.60791,1.41281,0.00976
0.61035,1.44938,0.00992
0.61279,1.48652,0.01011
0.61523,1.52432,0.01031
0.61768,1.56288,0.01054
0.62012,1.60226,0.01079
0.62256,1.64251,0.01105
0.62500,1.68364,0.01134
0.62744,1.72565,0.01164
0.62988,1.76848,0.01195
0.63232,1.81205,0.01227
0.63477,1.85623,0.01260
0.63721,1.90085,0.01293
0.63965,1.94571,0.01326
0.64209,1.99054,0.01358
0.64453,2.03508,0.01390
0.64697,2.07899,0.01421
0.64941,2.12195,0.01450
0.65186,2.16360,0.01478
0.65430,2.20357,0.01504
0.65674,2.24151,0.01528
0.65918,2.27707,0.01549
0.66162,2.30993,0.01569
0.66406,2.33978,0.01586
0.66650,2.36638,0.01601
0.66895,2.38953,0.01613
0.67139,2.40906,0.01624
0.67383,2.42490,0.01632
0.67627,2.43702,0.01639
0.67871,2.44545,0.01644
0.68115,2.45031,0.01647
0.68359,2.45175,0.01649
0.68604,2.45001,0.01649
0.68848,2.44535,0.01649
0.69092,2.43809,0.01647
0.69336,2.42858,0.01645
0.69580,2.41719,0.01641
0.69824,2.40432,0.01638
0.70068,2.39036,0.01634
0.70312,2.37567,0.01629
0.70557,2.36063,0.01625
0.70801,2.34557,0.01620
0.71045,2.33079,0.01614
0.71289,2.31655,0.01609
0.71533,2.30305,0.01603
0.71777,2.29047,0.01598
0.72021,2.27890,0.01592
0.72266,2.26840,0.01586
0.72510,2.25900,0.01580
0.72754,2.25065,0.01574
0.72998,2.24328,0.01568
0.73242,2.23679,0.01562
0.73486,2.23104,0.01555
0.73730,2.22588,0.01548
0.73975,2.22114,0.01542
0.74219,2.21666,0.01535
0.74463,2.21229,0.01528
0.74707,2.20785,0.01520
0.74951,2.20323,0.01513
0.75195,2.19829,0.01505
0.75439,2.19296,0.01497
0.75684,2.18717,0.01488
0.75928,2.18087,0.01480
0.76172,2.17406,0.01471
0.76416,2.16674,0.01462
0.76660,2.15896,0.01452
0.76904,2.15076,0.01443
0.77148,2.14221,0.01433
0.77393,2.13339,0.01423
0.77637,2.12437,0.01413
0.77881,2.11524,0.01403
0.78125,2.10607,0.01393
0.78369,2.09693,0.01382
0.78613,2.08788,0.01372
0.78857,2.07895,0.01361
0.79102,2.07017,0.01351
0.79346,2.06156,0.01340
0.79590,2.05312,0.01330
0.79834,2.04483,0.01319
0.80078,2.03666,0.01308
0.80322,2.02858,0.01298
0.80566,2.02055,0.01287
0.80811,2.01253,0.01276
0.81055,2.00447,0.01266
0.81299,1.99632,0.01255
0.81543,1.98805,0.01244
0.81787,1.97962,0.01233
0.82031,1.97101,0.01222
0.82275,1.96218,0.01211
0.82520,1.95313,0.01199
0.82764,1.94383,0.01188
0.83008,1.93429,0.01176
0.83252,1.92449,0.01164
0.83496,1.91442,0.01151
0.83740,1.90408,0.01138
0.83984,1.89346,0.01124
0.84229,1.88255,0.01111
0.84473,1.87134,0.01096
0.84717,1.85981,0.01082
0.84961,1.84793,0.01066
0.85205,1.83569,0.01051
0.85449,1.82307,0.01035
0.85693,1.81003,0.01018
0.85938,1.79657,0.01002
0.86182,1.78266,0.00985
0.86426,1.76831,0.00968
0.86670,1.75349,0.00950
0.86914,1.73823,0.00933
0.87158,1.72254,0.00916
0.87402,1.70645,0.00898
0.87646,1.68998,0.00881
0.87891,1.67318,0.00864
0.88135,1.65610,0.00847
0.88379,1.63880,0.00831
0.88623,1.62134,0.00815
0.88867,1.60378,0.00799
0.89111,1.58618,0.00784
0.89355,1.56861,0.00769
0.89600,1.55111,0.00754
0.89844,1.53375,0.00741
0.90088,1.51657,0.00727
0.90332,1.49961,0.00715
0.90576,1.48290,0.00703
0.90820,1.46648,0.00691
0.91064,1.45037,0.00681
0.91309,1.43459,0.00670
0.91553,1.41915,0.00661
0.91797,1.40408,0.00652
0.92041,1.38938,0.00644
0.92285,1.37508,0.00637
0.92529,1.36119,0.00631
0.92773,1.34774,0.00625
0.93018,1.33475,0.00620
0.93262,1.32224,0.00615
0.93506,1.31024,0.00611
0.93750,1.29879,0.00608
0.93994,1.28791,0.00605
0.94238,1.27764,0.00603
0.94482,1.26798,0.00602
0.94727,1.25897,0.00600
0.94971,1.25061,0.00599
0.95215,1.24291,0.00598
0.95459,1.23585,0.00598
0.95703,1.22942,0.00598
0.95947,1.22359,0.00597
0.96191,1.21830,0.00597
0.96436,1.21351,0.00596
0.96680,1.20914,0.00596
0.96924,1.20511,0.00595
0.97168,1.20135,0.00594
0.97412,1.19775,0.00593
0.97656,1.19422,0.00591
0.97900,1.19065,0.00589
0.98145,1.18694,0.00586
0.98389,1.18300,0.00583
0.98633,1.17873,0.00580
0.98877,1.17404,0.00576
0.99121,1.16887,0.00572
0.99365,1.16313,0.00567
0.99609,1.15680,0.00562
0.99854,1.14983,0.00556
1.00098,1.14220,0.00550
1.00342,1.13392,0.00544
1.00586,1.12500,0.00538
1.00830,1.11549,0.00532
1.01074,1.10544,0.00525
1.01318,1.09494,0.00519
1.01562,1.08407,0.00513
1.01807,1.07295,0.00507
1.02051,1.06172,0.00501
1.02295,1.05051,0.00496
1.02539,1.03948,0.00491
1.02783,1.02881,0.00487
1.03027,1.01868,0.00483
1.03271,1.00925,0.00480
1.03516,1.00071,0.00478
1.03760,0.99324,0.00476
1.04004,0.98701,0.00475
1.04248,0.98216,0.00475
1.04492,0.97885,0.00475
1.04736,0.97718,0.00476
1.04980,0.97724,0.00477
1.05225,0.97909,0.00479
1.05469,0.98274,0.00482
1.05713,0.98818,0.00485
1.05957,0.99535,0.00488
1.06201,1.00415,0.00492
1.06445,1.01442,0.00495
1.06689,1.02598,0.00498
1.06934,1.03861,0.00501
1.07178,1.05204,0.00504
1.07422,1.06599,0.00507
1.07666,1.08012,0.00508
1.07910,1.09412,0.00509
1.08154,1.10763,0.00510
1.08398,1.12032,0.00509
1.08643,1.13185,0.00507
1.08887,1.14191,0.00504
1.09131,1.15023,0.00500
1.09375,1.15656,0.00495
1.09619,1.16069,0.00489
1.09863,1.16248,0.00481
1.10107,1.16185,0.00473
1.10352,1.15876,0.00463
1.10596,1.15326,0.00453
1.10840,1.14544,0.00441
1.11084,1.13547,0.00429
1.11328,1.12355,0.00416
1.11572,1.10997,0.00403
1.11816,1.09502,0.00389
1.12061,1.07908,0.00376
1.12305,1.06250,0.00362
1.12549,1.04567,0.00349
1.12793,1.02899,0.00335
1.13037,1.01285,0.00323
1.13281,0.99760,0.00311
1.13525,0.98358,0.00299
1.13770,0.97109,0.00289
1.14014,0.96037,0.00280
1.14258,0.95163,0.00271
1.14502,0.94498,0.00264
1.14746,0.94049,0.00258
1.14990,0.93817,0.00254
1.15234,0.93794,0.00250
1.15479,0.93966,0.00248
1.15723,0.94316,0.00247
1.15967,0.94816,0.00247
1.16211,0.95437,0.00248
1.16455,0.96145,0.00250
1.16699,0.96902,0.00253
1.16943,0.97669,0.00257
1.17188,0.98406,0.00261
1.17432,0.99072,0.00266
1.17676,0.99630,0.00271
1.17920,1.00042,0.00276
1.18164,1.00276,0.00281
1.18408,1.00305,0.00286
1.18652,1.00105,0.00291
1.18896,0.99659,0.00296
1.19141,0.98957,0.00300
1.19385,0.97994,0.00304
1.19629,0.96773,0.00307
1.19873,0.95303,0.00310
1.20117,0.93599,0.00311
1.20361,0.91683,0.00312
1.20605,0.89578,0.00312
1.20850,0.87317,0.00312
1.21094,0.84932,0.00310
1.21338,0.82460,0.00308
1.21582,0.79937,0.00305
1.21826,0.77401,0.00302
1.22070,0.74891,0.00298
1.22314,0.72441,0.00293
1.22559,0.70086,0.00288
1.22803,0.67856,0.00282
1.23047,0.65780,0.00277
1.23291,0.63882,0.00271
1.23535,0.62179,0.00264
1.23779,0.60689,0.00258
1.24023,0.59421,0.00252
1.24268,0.58381,0.00246
1.24512,0.57571,0.00240
1.24756,0.56988,0.00234
1.25000,0.56626,0.00228
1.25244,0.56474,0.00222
1.25488,0.56519,0.00217
1.25732,0.56745,0.00212
1.25977,0.57132,0.00207
1.26221,0.57659,0.00202
1.26465,0.58303,0.00198
1.26709,0.59040,0.00194
1.26953,0.59844,0.00190
1.27197,0.60691,0.00186
1.27441,0.61554,0.00183
1.27686,0.62408,0.00179
1.27930,0.63229,0.00176
1.28174,0.63993,0.00173
1.28418,0.64679,0.00171
1.28662,0.65267,0.00168
1.28906,0.65739,0.00166
1.29150,0.66081,0.00164
1.29395,0.66279,0.00162
1.29639,0.66325,0.00160
1.29883,0.66214,0.00158
1.30127,0.65941,0.00157
1.30371,0.65508,0.00155
1.30615,0.64917,0.00154
1.30859,0.64176,0.00153
1.31104,0.63293,0.00152
1.31348,0.62279,0.00152
1.31592,0.61149,0.00151
1.31836,0.59917,0.00151
1.32080,0.58599,0.00151
1.32324,0.57212,0.00151
1.32568,0.55774,0.00151
1.32812,0.54302,0.00151
1.33057,0.52812,0.00152
1.33301,0.51320,0.00152
1.33545,0.49840,0.00153
1.33789,0.48386,0.00154
1.34033,0.46968,0.00155
1.34277,0.45597,0.00156
1.34521,0.44280,0.00157
1.34766,0.43022,0.00159
1.35010,0.41829,0.00160
1.35254,0.40703,0.00162
1.35498,0.39645,0.00164
1.35742,0.38654,0.00166
1.35986,0.37730,0.00168
1.36230,0.36872,0.00170
1.36475,0.36076,0.00172
1.36719,0.35339,0.00175
1.36963,0.34660,0.00177
1.37207,0.34034,0.00180
1.37451,0.33460,0.00183
1.37695,0.32934,0.00186
1.37939,0.32455,0.00189
1.38184,0.32022,0.00192
1.38428,0.31634,0.00195
1.38672,0.31290,0.00198
1.38916,0.30989,0.00201
1.39160,0.30734,0.00205
1.39404,0.30524,0.00208
1.39648,0.30362,0.00212
1.39893,0.30248,0.00216
1.40137,0.30185,0.00220
1.40381,0.30175,0.00224
1.40625,0.30221,0.00228
1.40869,0.30324,0.00232
1.41113,0.30487,0.00236
1.41357,0.30711,0.00241
1.41602,0.30999,0.00245
1.41846,0.31351,0.00250
1.42090,0.31768,0.00254
1.42334,0.32249,0.00259
1.42578,0.32792,0.00263
1.42822,0.33395,0.00268
1.43066,0.34053,0.00272
1.43311,0.34760,0.00276
1.43555,0.35508,0.00280
1.43799,0.36290,0.00284
1.44043,0.37094,0.00287
1.44287,0.37909,0.00290
1.44531,0.38721,0.00292
1.44775,0.39517,0.00294
1.45020,0.40284,0.00295
1.45264,0.41006,0.00296
1.45508,0.41672,0.00295
1.45752,0.42268,0.00295
1.45996,0.42785,0.00293
1.46240,0.43214,0.00291
1.46484,0.43549,0.00288
1.46729,0.43788,0.00284
1.46973,0.43931,0.00280
1.47217,0.43980,0.00275
1.47461,0.43942,0.00269
1.47705,0.43827,0.00263
1.47949,0.43644,0.00257
1.48193,0.43409,0.00250
1.48438,0.43134,0.00244
1.48682,0.42835,0.00237
1.48926,0.42527,0.00230
1.49170,0.42223,0.00224
1.49414,0.41937,0.00218
1.49658,0.41678,0.00212
1.49902,0.41454,0.00207
1.50146,0.41268,0.00202
1.50391,0.41123,0.00198
1.50635,0.41016,0.00195
1.50879,0.40941,0.00192
1.51123,0.40891,0.00190
1.51367,0.40854,0.00189
1.51611,0.40819,0.00189
1.51855,0.40773,0.00190
1.52100,0.40703,0.00191
1.52344,0.40595,0.00193
1.52588,0.40438,0.00196
1.52832,0.40224,0.00199
1.53076,0.39946,0.00202
1.53320,0.39601,0.00206
1.53564,0.39190,0.00210
1.53809,0.38718,0.00215
1.54053,0.38192,0.00219
1.54297,0.37625,0.00223
1.54541,0.37032,0.00228
1.54785,0.36431,0.00232
1.55029,0.35841,0.00236
1.55273,0.35283,0.00239
1.55518,0.34778,0.00242
1.55762,0.34346,0.00245
1.56006,0.34007,0.00247
1.56250,0.33776,0.00248
1.56494,0.33666,0.00249
1.56738,0.33687,0.00250
1.56982,0.33842,0.00250
1.57227,0.34131,0.00249
1.57471,0.34550,0.00248
1.57715,0.35087,0.00247
1.57959,0.35726,0.00245
1.58203,0.36449,0.00243
1.58447,0.37231,0.00240
1.58691,0.38047,0.00237
1.58936,0.38866,0.00234
1.59180,0.39659,0.00231
1.59424,0.40395,0.00228
1.59668,0.41045,0.00225
1.59912,0.41581,0.00221
1.60156,0.41977,0.00218
1.60400,0.42212,0.00215
1.60645,0.42268,0.00212
1.60889,0.42133,0.00209
1.61133,0.41800,0.00207
1.61377,0.41266,0.00205
1.61621,0.40535,0.00203
1.61865,0.39616,0.00202
1.62109,0.38521,0.00201
1.62354,0.37269,0.00201
1.62598,0.35882,0.00202
1.62842,0.34383,0.00203
1.63086,0.32800,0.00204
1.63330,0.31161,0.00207
1.63574,0.29494,0.00209
1.63818,0.27827,0.00213
1.64062,0.26189,0.00217
1.64307,0.24604,0.00222
1.64551,0.23096,0.00227
1.64795,0.21686,0.00232
1.65039,0.20391,0.00239
1.65283,0.19224,0.00245
1.65527,0.18197,0.00252
1.65771,0.17317,0.00259
1.66016,0.16586,0.00266
1.66260,0.16004,0.00273
1.66504,0.15568,0.00281
1.66748,0.15271,0.00288
1.66992,0.15104,0.00295
1.67236,0.15056,0.00302
1.67480,0.15112,0.00308
1.67725,0.15257,0.00314
1.67969,0.15475,0.00319
1.68213,0.15748,0.00324
1.68457,0.16060,0.00328
1.68701,0.16391,0.00331
1.68945,0.16725,0.00333
1.69189,0.17045,0.00335
1.69434,0.17336,0.00336
1.69678,0.17583,0.00335
1.69922,0.17775,0.00334
1.70166,0.17901,0.00332
1.70410,0.17952,0.00329
1.70654,0.17923,0.00325
1.70898,0.17810,0.00320
1.71143,0.17611,0.00314
1.71387,0.17326,0.00308
1.71631,0.16959,0.00301
1.71875,0.16513,0.00294
1.72119,0.15996,0.00286
1.72363,0.15415,0.00279
1.72607,0.14779,0.00270
1.72852,0.14097,0.00262
1.73096,0.13380,0.00254
1.73340,0.12639,0.00247
1.73584,0.11883,0.00239
1.73828,0.11124,0.00232
1.74072,0.10372,0.00226
1.74316,0.09635,0.00220
1.74561,0.08922,0.00215
1.74805,0.08240,0.00211
1.75049,0.07596,0.00208
1.75293,0.06995,0.00205
1.75537,0.06442,0.00203
1.75781,0.05942,0.00202
1.76025,0.05495,0.00202
1.76270,0.05106,0.00203
1.76514,0.04774,0.00205
1.76758,0.04502,0.00207
1.77002,0.04290,0.00210
1.77246,0.04138,0.00213
1.77490,0.04046,0.00217
1.77734,0.04015,0.00221
1.77979,0.04043,0.00226
1.78223,0.04131,0.00231
1.78467,0.04278,0.00236
1.78711,0.04484,0.00241
1.78955,0.04748,0.00247
1.79199,0.05068,0.00252
1.79443,0.05444,0.00257
1.79688,0.05872,0.00262
1.79932,0.06350,0.00267
1.80176,0.06876,0.00272
1.80420,0.07444,0.00276
1.80664,0.08049,0.00280
1.80908,0.08686,0.00284
1.81152,0.09347,0.00287
1.81396,0.10026,0.00290
1.81641,0.10712,0.00293
1.81885,0.11397,0.00295
1.82129,0.12071,0.00297
1.82373,0.12723,0.00299
1.82617,0.13343,0.00300
1.82861,0.13921,0.00301
1.83105,0.14446,0.00301
1.83350,0.14909,0.00301
1.83594,0.15301,0.00301
1.83838,0.15616,0.00300
1.84082,0.15847,0.00300
1.84326,0.15989,0.00299
1.84570,0.16039,0.00297
1.84814,0.15997,0.00296
1.85059,0.15863,0.00295
1.85303,0.15640,0.00293
1.85547,0.15331,0.00291
1.85791,0.14943,0.00290
1.86035,0.14483,0.00288
1.86279,0.13959,0.00286
1.86523,0.13380,0.00285
1.86768,0.12755,0.00284
1.87012,0.12095,0.00283
1.87256,0.11411,0.00282
1.87500,0.10712,0.00281
1.87744,0.10007,0.00280
1.87988,0.09306,0.00280
1.88232,0.08617,0.00280
1.88477,0.07946,0.00280
1.88721,0.07301,0.00280
1.88965,0.06685,0.00281
1.89209,0.06104,0.00281
1.89453,0.05559,0.00282
1.89697,0.05053,0.00283
1.89941,0.04587,0.00284
1.90186,0.04161,0.00285
1.90430,0.03774,0.00285
1.90674,0.03425,0.00286
1.90918,0.03112,0.00287
1.91162,0.02833,0.00287
1.91406,0.02587,0.00288
1.91650,0.02369,0.00288
1.91895,0.02178,0.00288
1.92139,0.02012,0.00287
1.92383,0.01867,0.00287
1.92627,0.01742,0.00286
1.92871,0.01633,0.00285
1.93115,0.01540,0.00284
1.93359,0.01461,0.00282
1.93604,0.01393,0.00281
1.93848,0.01336,0.00279
1.94092,0.01287,0.00277
1.94336,0.01246,0.00275
1.94580,0.01213,0.00273
1.94824,0.01185,0.00272
1.95068,0.01163,0.00270
1.95312,0.01146,0.00269
1.95557,0.01133,0.00268
1.95801,0.01124,0.00267
1.96045,0.01118,0.00266
1.96289,0.01116,0.00266
1.96533,0.01117,0.00267
1.96777,0.01120,0.00268
1.97021,0.01126,0.00269
1.97266,0.01136,0.00271
1.97510,0.01147,0.00274
1.97754,0.01162,0.00277
1.97998,0.01179,0.00281
1.98242,0.01200,0.00285
1.98486,0.01224,0.00290
1.98730,0.01251,0.00295
1.98975,0.01283,0.00301
1.99219,0.01320,0.00308
1.99463,0.01362,0.00315
1.99707,0.01409,0.00322
1.99951,0.01464,0.00330
2.00195,0.01525,0.00338
2.00439,0.01593,0.00347
2.00684,0.01670,0.00356
2.00928,0.01755,0.00365
2.01172,0.01849,0.00374
2.01416,0.01952,0.00383
2.01660,0.02064,0.00393
2.01904,0.02185,0.00402
2.02148,0.02315,0.00411
2.02393,0.02452,0.00421
2.02637,0.02597,0.00430
2.02881,0.02749,0.00439
2.03125,0.02905,0.00448
2.03369,0.03064,0.00457
2.03613,0.03225,0.00465
2.03857,0.03386,0.00474
2.04102,0.03545,0.00483
2.04346,0.03700,0.00492
2.04590,0.03848,0.00501
2.04834,0.03988,0.00510
2.05078,0.04117,0.00520
2.05322,0.04234,0.00530
2.05566,0.04337,0.00541
2.05811,0.04424,0.00552
2.06055,0.04494,0.00564
2.06299,0.04546,0.00577
2.06543,0.04580,0.00591
2.06787,0.04595,0.00606
2.07031,0.04591,0.00621
2.07275,0.04570,0.00637
2.07520,0.04531,0.00655
2.07764,0.04475,0.00673
2.08008,0.04405,0.00691
2.08252,0.04321,0.00711
2.08496,0.04225,0.00731
2.08740,0.04119,0.00751
2.08984,0.04005,0.00771
2.09229,0.03885,0.00791
2.09473,0.03760,0.00811
2.09717,0.03632,0.00830
2.09961,0.03502,0.00849
2.10205,0.03373,0.00866
2.10449,0.03245,0.00882
2.10693,0.03119,0.00897
2.10938,0.02997,0.00910
2.11182,0.02878,0.00921
2.11426,0.02763,0.00930
2.11670,0.02653,0.00936
2.11914,0.02547,0.00940
2.12158,0.02446,0.00941
2.12402,0.02348,0.00939
2.12646,0.02255,0.00934
2.12891,0.02165,0.00926
2.13135,0.02078,0.00915
2.13379,0.01994,0.00901
2.13623,0.01913,0.00884
2.13867,0.01833,0.00865
2.14111,0.01754,0.00842
2.14355,0.01677,0.00817
2.14600,0.01600,0.00789
2.14844,0.01525,0.00760
2.15088,0.01449,0.00728
2.15332,0.01374,0.00695
2.15576,0.01300,0.00661
2.15820,0.01226,0.00625
2.16064,0.01153,0.00589
2.16309,0.01080,0.00552
2.16553,0.01008,0.00515
2.16797,0.00938,0.00478
2.17041,0.00869,0.00442
2.17285,0.00802,0.00407
2.17529,0.00736,0.00372
2.17773,0.00673,0.00339
2.18018,0.00613,0.00307
2.18262,0.00556,0.00277
2.18506,0.00501,0.00249
2.18750,0.00449,0.00222
2.18994,0.00401,0.00197
2.19238,0.00356,0.00174
2.19482,0.00315,0.00152
2.19727,0.00276,0.00133
2.19971,0.00242,0.00116
2.20215,0.00210,0.00100
2.20459,0.00181,0.00086
2.20703,0.00156,0.00073
2.20947,0.00133,0.00062
2.21191,0.00113,0.00052
2.21436,0.00096,0.00044
2.21680,0.00080,0.00037
2.21924,0.00067,0.00030
2.22168,0.00055,0.00025
2.22412,0.00046,0.00021
2.22656,0.00037,0.00017
2.22900,0.00031,0.00014
2.23145,0.00025,0.00011
2.23389,0.00020,0.00009
2.23633,0.00016,0.00007
2.23877,0.00013,0.00005
2.24121,0.00010,0.00004
2.24365,0.00008,0.00003
2.24609,0.00006,0.00003
2.24854,0.00005,0.00002
2.25098,0.00004,0.00002
2.25342,0.00003,0.00001
2.25586,0.00002,0.00001
2.25830,0.00002,0.00001
2.26074,0.00001,0.00000
2.26318,0.00001,0.00000
2.26562,0.00001,0.00000
2.26807,0.00000,0.00000
2.27051,0.00000,0.00000
